,matchup,home,result,winner high,loser high,DATE
4,Toronto TOR,Sacramento SAC,"SAC 108, TOR 92",Brad Miller 21 Pts,Rafer Alston 15 Pts,20041109
5,Cleveland CLE,Atlanta ATL,"CLE 93, ATL 79",Zydrunas Ilgauskas 27 Pts,Antoine Walker 22 Pts,20041109
6,Phoenix PHX,Chicago CHI,"PHX 94, CHI 74",Amar'e Stoudemire 26 Pts,Luol Deng 18 Pts,20041109
7,Memphis MEM,Houston HOU,"HOU 90, MEM 87",Juwan Howard 20 Pts,Stromile Swift 18 Pts,20041109
8,Washington WSH,Miami MIA,"MIA 103, WSH 93",Dwyane Wade 22 Pts,Gilbert Arenas 20 Pts,20041109
9,Portland POR,New Jersey NJ,"NJ 64, POR 60",Alonzo Mourning 14 Pts,Zach Randolph 16 Pts,20041109
10,Philadelphia PHI,New York NY,"NY 96, PHI 88",Jamal Crawford 22 Pts,Allen Iverson 29 Pts,20041109
0,Portland POR,Boston BOS,"BOS 90, POR 88",Paul Pierce 20 Pts,Zach Randolph 22 Pts,20041110
1,LA LAC,Indiana IND,"LAC 102, IND 68",Elton Brand 19 Pts,Stephen Jackson 17 Pts,20041110
2,Charlotte CHA,Milwaukee MIL,"MIL 102, CHA 100",Desmond Mason 31 Pts,Primoz Brezec 20 Pts,20041110
3,New Jersey NJ,Philadelphia PHI,"PHI 108, NJ 100 (OT)",Allen Iverson 26 Pts,Richard Jefferson 33 Pts,20041110
4,Toronto TOR,Utah UTAH,"TOR 104, UTAH 95",Chris Bosh 20 Pts,Raja Bell 20 Pts,20041110
5,Orlando ORL,Washington WSH,"WSH 106, ORL 96",Antawn Jamison 26 Pts,Grant Hill 24 Pts,20041110
6,Los Angeles LAL,Memphis MEM,"MEM 110, LAL 87",Pau Gasol 22 Pts,Kobe Bryant 20 Pts,20041110
7,Golden State GS,San Antonio SA,"SA 91, GS 71",Tim Duncan 23 Pts,Mike Dunleavy 13 Pts,20041110
8,Sacramento SAC,Seattle SEA,"SEA 108, SAC 78",Ray Allen 20 Pts,Brad Miller 17 Pts,20041110
9,Phoenix PHX,Cleveland CLE,"CLE 114, PHX 109 (OT)",LeBron James 38 Pts,Shawn Marion 22 Pts,20041110
0,Minnesota MIN,Houston HOU,"MIN 96, HOU 91",Kevin Garnett 20 Pts,Yao Ming 25 Pts,20041111
1,Dallas DAL,Miami MIA,"DAL 113, MIA 93",Dirk Nowitzki 41 Pts,Shaquille O'Neal 22 Pts,20041111
2,Detroit DET,Denver DEN,"DEN 117, DET 109",Carmelo Anthony 34 Pts,Richard Hamilton 25 Pts,20041111
0,Atlanta ATL,New Orleans NO,"ATL 96, NO 95",Antoine Walker 27 Pts,Baron Davis 18 Pts,20041112
1,Los Angeles LAL,Orlando ORL,"ORL 122, LAL 113",Steve Francis 32 Pts,Kobe Bryant 41 Pts,20041112
2,Indiana IND,Philadelphia PHI,"PHI 106, IND 104 (OT)",Kyle Korver 23 Pts,Jermaine O'Neal 39 Pts,20041112
3,Miami MIA,San Antonio SA,"SA 93, MIA 84",Manu Ginobili 29 Pts,Shaquille O'Neal 23 Pts,20041112
4,Golden State GS,Memphis MEM,"MEM 96, GS 67",Pau Gasol 14 Pts,Eduardo Najera 16 Pts,20041112
5,Charlotte CHA,Boston BOS,"BOS 91, CHA 74",Ricky Davis 19 Pts,Eddie House 15 Pts,20041112
6,LA LAC,New York NY,"NY 110, LAC 96",Stephon Marbury 21 Pts,Corey Maggette 29 Pts,20041112
7,Toronto TOR,Seattle SEA,"SEA 88, TOR 87",Ray Allen 29 Pts,Chris Bosh 19 Pts,20041112
0,Washington WSH,Cleveland CLE,"CLE 105, WSH 74",LeBron James 24 Pts,Gilbert Arenas 25 Pts,20041113
1,Dallas DAL,New Jersey NJ,"DAL 94, NJ 78",Dirk Nowitzki 31 Pts,Richard Jefferson 28 Pts,20041113
2,San Antonio SA,Atlanta ATL,"SA 103, ATL 88",Tim Duncan 26 Pts,Antoine Walker 23 Pts,20041113
3,Sacramento SAC,Phoenix PHX,"SAC 113, PHX 111",Chris Webber 28 Pts,Amar'e Stoudemire 29 Pts,20041113
4,Toronto TOR,Portland POR,"POR 105, TOR 102",Zach Randolph 27 Pts,Rafer Alston 27 Pts,20041113
5,Detroit DET,Utah UTAH,"UTAH 108, DET 93",Carlos Boozer 20 Pts,Richard Hamilton 21 Pts,20041113
6,Golden State GS,Charlotte CHA,"GS 103, CHA 87",Jason Richardson 27 Pts,Gerald Wallace 22 Pts,20041113
7,LA LAC,Chicago CHI,"LAC 97, CHI 96",Corey Maggette 23 Pts,Eddy Curry 20 Pts,20041113
8,Los Angeles LAL,Houston HOU,"LAL 84, HOU 79",Lamar Odom 20 Pts,Yao Ming 32 Pts,20041113
9,New Orleans NO,Milwaukee MIL,"MIL 94, NO 91",Michael Redd 30 Pts,Darrell Armstrong 21 Pts,20041113
10,New York NY,Indiana IND,"IND 103, NY 97",Jermaine O'Neal 33 Pts,Stephon Marbury 37 Pts,20041113
0,Dallas DAL,Washington WSH,"DAL 122, WSH 113",Dirk Nowitzki 32 Pts,Antawn Jamison 23 Pts,20041114
1,Orlando ORL,Philadelphia PHI,"PHI 96, ORL 87",Allen Iverson 29 Pts,Grant Hill 18 Pts,20041114
2,Memphis MEM,Seattle SEA,"SEA 118, MEM 113",Ray Allen 34 Pts,Pau Gasol 25 Pts,20041114
3,Milwaukee MIL,Miami MIA,"MIA 112, MIL 110 (2OT)",Shaquille O'Neal 19 Pts,Keith Van Horn 26 Pts,20041114
4,Denver DEN,Sacramento SAC,"SAC 101, DEN 89",Brad Miller 26 Pts,Carmelo Anthony 28 Pts,20041114
0,Golden State GS,Cleveland CLE,"CLE 99, GS 88",LeBron James 33 Pts,Jason Richardson 27 Pts,20041115
1,Houston HOU,New Jersey NJ,"HOU 80, NJ 69",Jim Jackson 18 Pts,Richard Jefferson 17 Pts,20041115
0,Miami MIA,Minnesota MIN,"MIN 108, MIA 97",Kevin Garnett 25 Pts,Dwyane Wade 25 Pts,20041116
1,Seattle SEA,Philadelphia PHI,"SEA 103, PHI 95",Ray Allen 37 Pts,Allen Iverson 26 Pts,20041116
2,Chicago CHI,Sacramento SAC,"SAC 113, CHI 106",Peja Stojakovic 29 Pts,Eric Piatkowski 24 Pts,20041116
3,Utah UTAH,Charlotte CHA,"UTAH 107, CHA 105",Carlos Boozer 34 Pts,Keith Bogans 28 Pts,20041116
4,Houston HOU,Atlanta ATL,"ATL 88, HOU 84",Antoine Walker 20 Pts,Yao Ming 27 Pts,20041116
5,Phoenix PHX,Dallas DAL,"PHX 107, DAL 101",Amar'e Stoudemire 34 Pts,Jerry Stackhouse 21 Pts,20041116
6,Toronto TOR,LA LAC,"LAC 101, TOR 89",Marko Jaric 23 Pts,Vince Carter 21 Pts,20041116
7,New York NY,San Antonio SA,"SA 99, NY 81",Tony Parker 18 Pts,Jamal Crawford 16 Pts,20041116
0,Phoenix PHX,New Orleans NO,"PHX 95, NO 84",Amar'e Stoudemire 38 Pts,David Wesley 19 Pts,20041117
1,Toronto TOR,Denver DEN,"DEN 112, TOR 106",Carmelo Anthony 30 Pts,Jalen Rose 30 Pts,20041117
2,Atlanta ATL,Indiana IND,"IND 93, ATL 86",Jermaine O'Neal 25 Pts,Al Harrington 30 Pts,20041117
3,Utah UTAH,Orlando ORL,"ORL 107, UTAH 92",Steve Francis 33 Pts,Carlos Boozer 27 Pts,20041117
4,Memphis MEM,Portland POR,"MEM 101, POR 82",Bonzi Wells 25 Pts,Zach Randolph 16 Pts,20041117
5,Boston BOS,Washington WSH,"WSH 110, BOS 105 (OT)",Antawn Jamison 27 Pts,Paul Pierce 37 Pts,20041117
6,Minnesota MIN,Detroit DET,"DET 93, MIN 85",Richard Hamilton 24 Pts,Kevin Garnett 24 Pts,20041117
7,Chicago CHI,Golden State GS,"GS 98, CHI 85",Jason Richardson 27 Pts,Kirk Hinrich 15 Pts,20041117
8,LA LAC,Los Angeles LAL,"LAL 103, LAC 89",Kobe Bryant 23 Pts,Corey Maggette 24 Pts,20041117
9,Seattle SEA,New Jersey NJ,"SEA 79, NJ 68",Rashard Lewis 17 Pts,Richard Jefferson 20 Pts,20041117
10,Miami MIA,Milwaukee MIL,"MIA 113, MIL 106",Eddie Jones 27 Pts,Michael Redd 33 Pts,20041117
0,San Antonio SA,Philadelphia PHI,"SA 88, PHI 80",Tim Duncan 34 Pts,Allen Iverson 24 Pts,20041118
1,Cleveland CLE,Charlotte CHA,"CLE 106, CHA 89",LeBron James 19 Pts,Jason Kapono 16 Pts,20041118
2,New York NY,Houston HOU,"NY 93, HOU 92",Kurt Thomas 23 Pts,Tracy McGrady 24 Pts,20041118
0,Chicago CHI,Denver DEN,"DEN 99, CHI 81",Earl Boykins 32 Pts,Andres Nocioni 22 Pts,20041119
1,Los Angeles LAL,Phoenix PHX,"PHX 107, LAL 102",Amar'e Stoudemire 33 Pts,Kobe Bryant 29 Pts,20041119
2,Milwaukee MIL,Portland POR,"POR 110, MIL 98",Damon Stoudamire 33 Pts,Michael Redd 29 Pts,20041119
3,Seattle SEA,Toronto TOR,"SEA 101, TOR 94",Rashard Lewis 27 Pts,Vince Carter 21 Pts,20041119
4,San Antonio SA,Boston BOS,"SA 92, BOS 84",Tim Duncan 26 Pts,Paul Pierce 25 Pts,20041119
5,New York NY,Dallas DAL,"DAL 103, NY 101",Dirk Nowitzki 30 Pts,Jamal Crawford 26 Pts,20041119
6,Utah UTAH,Miami MIA,"MIA 107, UTAH 105 (OT)",Dwyane Wade 39 Pts,Carlos Boozer 25 Pts,20041119
7,Memphis MEM,Sacramento SAC,"SAC 107, MEM 105",Chris Webber 31 Pts,Stromile Swift 23 Pts,20041119
8,Indiana IND,Detroit DET,"IND 97, DET 82",Metta World Peace 24 Pts,Richard Hamilton 20 Pts,20041119
0,Houston HOU,LA LAC,"HOU 91, LAC 86 (OT)",Tracy McGrady 32 Pts,Bobby Simmons 20 Pts,20041120
1,Utah UTAH,Atlanta ATL,"UTAH 92, ATL 79",Carlos Boozer 20 Pts,Al Harrington 17 Pts,20041120
2,Minnesota MIN,New Orleans NO,"MIN 99, NO 94",Eddie Griffin 23 Pts,Lee Nailon 21 Pts,20041120
3,Charlotte CHA,Cleveland CLE,"CLE 100, CHA 84",LeBron James 25 Pts,Gerald Wallace 15 Pts,20041120
4,Memphis MEM,Golden State GS,"MEM 100, GS 87",Stromile Swift 20 Pts,Troy Murphy 27 Pts,20041120
5,Orlando ORL,Indiana IND,"ORL 86, IND 83",Grant Hill 28 Pts,Fred Jones 31 Pts,20041120
6,Washington WSH,New Jersey NJ,"WSH 97, NJ 86",Antawn Jamison 27 Pts,Richard Jefferson 22 Pts,20041120
0,Phoenix PHX,LA LAC,"PHX 122, LAC 111",Amar'e Stoudemire 33 Pts,Marko Jaric 19 Pts,20041121
1,San Antonio SA,Toronto TOR,"TOR 96, SA 91",Chris Bosh 20 Pts,Tim Duncan 26 Pts,20041121
2,Houston HOU,Portland POR,"HOU 97, POR 93",Yao Ming 19 Pts,Zach Randolph 28 Pts,20041121
3,Seattle SEA,Boston BOS,"BOS 102, SEA 83",Ricky Davis 25 Pts,Ray Allen 21 Pts,20041121
4,Charlotte CHA,Detroit DET,"DET 117, CHA 116 (2OT)",Richard Hamilton 30 Pts,Jason Kapono 25 Pts,20041121
5,Philadelphia PHI,Miami MIA,"MIA 93, PHI 83",Dwyane Wade 25 Pts,Marc Jackson 21 Pts,20041121
6,Milwaukee MIL,Sacramento SAC,"SAC 88, MIL 79",Peja Stojakovic 21 Pts,Michael Redd 16 Pts,20041121
7,Chicago CHI,Los Angeles LAL,"LAL 102, CHI 93",Kobe Bryant 29 Pts,Kirk Hinrich 24 Pts,20041121
8,Dallas DAL,Denver DEN,"DEN 110, DAL 82",Greg Buckner 28 Pts,Devin Harris 15 Pts,20041121
9,Cleveland CLE,New York NY,"NY 98, CLE 88",Jamal Crawford 24 Pts,Drew Gooden 25 Pts,20041121
0,Chicago CHI,Phoenix PHX,"PHX 100, CHI 82",Shawn Marion 21 Pts,Ben Gordon 20 Pts,20041122
1,New Orleans NO,Utah UTAH,"NO 76, UTAH 75",Jamaal Magloire 20 Pts,Andrei Kirilenko 18 Pts,20041122
2,San Antonio SA,Memphis MEM,"MEM 93, SA 90",Bonzi Wells 26 Pts,Tim Duncan 26 Pts,20041122
3,Minnesota MIN,Dallas DAL,"MIN 83, DAL 82",Kevin Garnett 21 Pts,Josh Howard 22 Pts,20041122
0,New Jersey NJ,Denver DEN,"DEN 90, NJ 88",Kenyon Martin 22 Pts,Richard Jefferson 26 Pts,20041123
1,Boston BOS,Indiana IND,"IND 106, BOS 96",Jamaal Tinsley 29 Pts,Paul Pierce 20 Pts,20041123
2,Seattle SEA,Minnesota MIN,"SEA 103, MIN 92",Rashard Lewis 27 Pts,Kevin Garnett 16 Pts,20041123
3,Houston HOU,Sacramento SAC,"SAC 102, HOU 96",Peja Stojakovic 22 Pts,Yao Ming 29 Pts,20041123
4,Toronto TOR,Washington WSH,"WSH 102, TOR 86",Antawn Jamison 28 Pts,Vince Carter 25 Pts,20041123
5,Detroit DET,Charlotte CHA,"CHA 91, DET 89",Emeka Okafor 22 Pts,Chauncey Billups 24 Pts,20041123
6,New Orleans NO,Golden State GS,"GS 115, NO 109 (3OT)",Jason Richardson 26 Pts,Jamaal Magloire 27 Pts,20041123
7,Milwaukee MIL,Los Angeles LAL,"LAL 100, MIL 96",Kobe Bryant 30 Pts,Desmond Mason 26 Pts,20041123
8,Portland POR,Miami MIA,"POR 99, MIA 87",Zach Randolph 24 Pts,Dwyane Wade 19 Pts,20041123
9,Atlanta ATL,New York NY,"NY 104, ATL 88",Nazr Mohammed 18 Pts,Antoine Walker 20 Pts,20041123
0,Detroit DET,Cleveland CLE,"CLE 92, DET 76",LeBron James 43 Pts,Richard Hamilton 28 Pts,20041124
1,Portland POR,Orlando ORL,"POR 89, ORL 83",Zach Randolph 27 Pts,Hedo Turkoglu 27 Pts,20041124
2,Boston BOS,Philadelphia PHI,"PHI 110, BOS 97",Allen Iverson 28 Pts,Ricky Davis 23 Pts,20041124
3,Milwaukee MIL,Phoenix PHX,"PHX 111, MIL 104",Shawn Marion 23 Pts,Michael Redd 22 Pts,20041124
4,Chicago CHI,Utah UTAH,"CHI 101, UTAH 99",Ben Gordon 22 Pts,Andrei Kirilenko 20 Pts,20041124
5,New York NY,Toronto TOR,"TOR 114, NY 91",Vince Carter 22 Pts,Nazr Mohammed 25 Pts,20041124
6,Seattle SEA,Memphis MEM,"SEA 93, MEM 84",Rashard Lewis 27 Pts,Shane Battier 12 Pts,20041124
7,Miami MIA,Atlanta ATL,"MIA 99, ATL 93",Dwyane Wade 31 Pts,Antoine Walker 22 Pts,20041124
8,Dallas DAL,San Antonio SA,"SA 94, DAL 80",Tim Duncan 27 Pts,Dirk Nowitzki 23 Pts,20041124
0,New Jersey NJ,LA LAC,"LAC 101, NJ 88",Marko Jaric 23 Pts,Richard Jefferson 24 Pts,20041125
1,Minnesota MIN,Indiana IND,"IND 106, MIN 102",Austin Croshere 25 Pts,Kevin Garnett 23 Pts,20041125
0,Portland POR,Dallas DAL,"DAL 92, POR 83",Dirk Nowitzki 23 Pts,Derek Anderson 23 Pts,20041126
1,Washington WSH,Philadelphia PHI,"PHI 116, WSH 114 (OT)",Allen Iverson 28 Pts,Antawn Jamison 27 Pts,20041126
2,San Antonio SA,Denver DEN,"SA 89, DEN 75",Tim Duncan 23 Pts,Carmelo Anthony 24 Pts,20041126
3,Memphis MEM,Minnesota MIN,"MIN 115, MEM 90",Kevin Garnett 26 Pts,Mike Miller 19 Pts,20041126
4,New Orleans NO,Phoenix PHX,"PHX 95, NO 86",Shawn Marion 33 Pts,Lee Nailon 22 Pts,20041126
5,Houston HOU,Utah UTAH,"UTAH 90, HOU 80",Andrei Kirilenko 21 Pts,Jim Jackson 18 Pts,20041126
6,Orlando ORL,Atlanta ATL,"ORL 117, ATL 99",Steve Francis 29 Pts,Antoine Walker 20 Pts,20041126
7,Cleveland CLE,Boston BOS,"CLE 98, BOS 96",Drew Gooden 27 Pts,Paul Pierce 25 Pts,20041126
8,LA LAC,Golden State GS,"LAC 98, GS 87",Bobby Simmons 17 Pts,Speedy Claxton 22 Pts,20041126
9,Sacramento SAC,Los Angeles LAL,"SAC 109, LAL 106",Peja Stojakovic 26 Pts,Kobe Bryant 40 Pts,20041126
10,New Jersey NJ,Seattle SEA,"SEA 92, NJ 79",Danny Fortson 20 Pts,Richard Jefferson 21 Pts,20041126
11,Miami MIA,Detroit DET,"DET 78, MIA 77",Richard Hamilton 24 Pts,Shaquille O'Neal 24 Pts,20041126
12,Charlotte CHA,Indiana IND,"IND 82, CHA 77",Austin Croshere 23 Pts,Emeka Okafor 19 Pts,20041126
0,Toronto TOR,New York NY,"NY 108, TOR 102",Jamal Crawford 30 Pts,Vince Carter 19 Pts,20041127
1,Philadelphia PHI,Orlando ORL,"ORL 105, PHI 99",Grant Hill 29 Pts,Allen Iverson 27 Pts,20041127
2,Dallas DAL,Memphis MEM,"DAL 98, MEM 85",Dirk Nowitzki 32 Pts,Mike Miller 20 Pts,20041127
3,Atlanta ATL,Charlotte CHA,"CHA 107, ATL 92",Eddie House 17 Pts,Al Harrington 27 Pts,20041127
4,Chicago CHI,Cleveland CLE,"CLE 96, CHI 74",LeBron James 26 Pts,Eddy Curry 20 Pts,20041127
5,Denver DEN,Houston HOU,"DEN 82, HOU 76",Andre Miller 20 Pts,Scott Padgett 14 Pts,20041127
6,Utah UTAH,San Antonio SA,"SA 109, UTAH 76",Malik Rose 16 Pts,Matt Harpring 15 Pts,20041127
7,Detroit DET,Milwaukee MIL,"MIL 96, DET 90",Michael Redd 29 Pts,Tayshaun Prince 20 Pts,20041127
0,Golden State GS,LA LAC,"LAC 103, GS 91",Elton Brand 25 Pts,Mike Dunleavy 20 Pts,20041128
1,New Jersey NJ,Portland POR,"POR 83, NJ 71",Zach Randolph 23 Pts,Richard Jefferson 20 Pts,20041128
2,Washington WSH,Toronto TOR,"WSH 114, TOR 109 (OT)",Larry Hughes 33 Pts,Jalen Rose 29 Pts,20041128
3,Boston BOS,Miami MIA,"MIA 106, BOS 104",Dwyane Wade 25 Pts,Raef LaFrentz 21 Pts,20041128
4,Minnesota MIN,Sacramento SAC,"MIN 121, SAC 110",Kevin Garnett 28 Pts,Chris Webber 25 Pts,20041128
5,Indiana IND,Seattle SEA,"SEA 103, IND 95",Rashard Lewis 22 Pts,James Jones 27 Pts,20041128
6,New Orleans NO,Los Angeles LAL,"LAL 89, NO 76",Kobe Bryant 20 Pts,Darrell Armstrong 21 Pts,20041128
0,New Orleans NO,Denver DEN,"DEN 76, NO 67",Earl Boykins 22 Pts,Lee Nailon 16 Pts,20041129
1,Boston BOS,Orlando ORL,"BOS 117, ORL 101",Paul Pierce 24 Pts,Hedo Turkoglu 18 Pts,20041129
2,Cleveland CLE,LA LAC,"LAC 94, CLE 82",Elton Brand 30 Pts,LeBron James 22 Pts,20041129
0,Los Angeles LAL,Milwaukee MIL,"LAL 95, MIL 90",Brian Cook 25 Pts,Desmond Mason 32 Pts,20041130
1,Seattle SEA,Portland POR,"POR 100, SEA 94",Shareef Abdur-Rahim 25 Pts,Rashard Lewis 29 Pts,20041130
2,Phoenix PHX,Utah UTAH,"PHX 115, UTAH 102",Amar'e Stoudemire 29 Pts,Carlos Boozer 27 Pts,20041130
3,Sacramento SAC,Memphis MEM,"SAC 98, MEM 93",Peja Stojakovic 29 Pts,Mike Miller 25 Pts,20041130
4,New York NY,Atlanta ATL,"NY 110, ATL 109 (OT)",Stephon Marbury 32 Pts,Antoine Walker 36 Pts,20041130
5,San Antonio SA,Dallas DAL,"SA 107, DAL 89",Tim Duncan 20 Pts,Dirk Nowitzki 21 Pts,20041130
6,Detroit DET,Houston HOU,"DET 93, HOU 72",Antonio McDyess 19 Pts,Jim Jackson 21 Pts,20041130
7,Toronto TOR,Miami MIA,"TOR 94, MIA 92",Jalen Rose 24 Pts,Shaquille O'Neal 34 Pts,20041130
8,Charlotte CHA,New Jersey NJ,"NJ 99, CHA 86",Richard Jefferson 23 Pts,Emeka Okafor 26 Pts,20041130
0,Milwaukee MIL,Boston BOS,"BOS 101, MIL 100",Paul Pierce 23 Pts,Michael Redd 23 Pts,20041131
1,Sacramento SAC,New Orleans NO,"SAC 94, NO 81",Brad Miller 24 Pts,David Wesley 18 Pts,20041131
2,Toronto TOR,Orlando ORL,"ORL 129, TOR 108",Steve Francis 23 Pts,Vince Carter 21 Pts,20041131
3,Cleveland CLE,Phoenix PHX,"PHX 120, CLE 101",Amar'e Stoudemire 21 Pts,Jeff McInnis 26 Pts,20041131
4,Utah UTAH,Seattle SEA,"SEA 129, UTAH 119 (OT)",Ray Allen 38 Pts,Carlos Boozer 36 Pts,20041131
5,New Jersey NJ,Washington WSH,"WSH 95, NJ 68",Gilbert Arenas 30 Pts,Eric Williams 17 Pts,20041131
6,Los Angeles LAL,Chicago CHI,"CHI 92, LAL 84",Eddy Curry 18 Pts,Kobe Bryant 28 Pts,20041131
7,Minnesota MIN,Golden State GS,"MIN 107, GS 99",Sam Cassell 26 Pts,Troy Murphy 25 Pts,20041131
8,Indiana IND,LA LAC,"LAC 88, IND 76",Elton Brand 27 Pts,Eddie Gill 21 Pts,20041131
9,Memphis MEM,New York NY,"NY 90, MEM 82",Stephon Marbury 26 Pts,Bonzi Wells 16 Pts,20041131
10,Philadelphia PHI,San Antonio SA,"SA 105, PHI 72",Tim Duncan 24 Pts,Marc Jackson 18 Pts,20041131
0,Milwaukee MIL,Boston BOS,"BOS 101, MIL 100",Paul Pierce 23 Pts,Michael Redd 23 Pts,20041201
1,Sacramento SAC,New Orleans NO,"SAC 94, NO 81",Brad Miller 24 Pts,David Wesley 18 Pts,20041201
2,Toronto TOR,Orlando ORL,"ORL 129, TOR 108",Steve Francis 23 Pts,Vince Carter 21 Pts,20041201
3,Cleveland CLE,Phoenix PHX,"PHX 120, CLE 101",Amar'e Stoudemire 21 Pts,Jeff McInnis 26 Pts,20041201
4,Utah UTAH,Seattle SEA,"SEA 129, UTAH 119 (OT)",Ray Allen 38 Pts,Carlos Boozer 36 Pts,20041201
5,New Jersey NJ,Washington WSH,"WSH 95, NJ 68",Gilbert Arenas 30 Pts,Eric Williams 17 Pts,20041201
6,Los Angeles LAL,Chicago CHI,"CHI 92, LAL 84",Eddy Curry 18 Pts,Kobe Bryant 28 Pts,20041201
7,Minnesota MIN,Golden State GS,"MIN 107, GS 99",Sam Cassell 26 Pts,Troy Murphy 25 Pts,20041201
8,Indiana IND,LA LAC,"LAC 88, IND 76",Elton Brand 27 Pts,Eddie Gill 21 Pts,20041201
9,Memphis MEM,New York NY,"NY 90, MEM 82",Stephon Marbury 26 Pts,Bonzi Wells 16 Pts,20041201
10,Philadelphia PHI,San Antonio SA,"SA 105, PHI 72",Tim Duncan 24 Pts,Marc Jackson 18 Pts,20041201
0,Houston HOU,Dallas DAL,"DAL 113, HOU 106 (OT)",Dirk Nowitzki 53 Pts,Tracy McGrady 48 Pts,20041202
1,Cleveland CLE,Denver DEN,"CLE 92, DEN 73",LeBron James 17 Pts,Carmelo Anthony 14 Pts,20041202
0,Minnesota MIN,Phoenix PHX,"MIN 97, PHX 93",Kevin Garnett 23 Pts,Amar'e Stoudemire 28 Pts,20041203
1,Detroit DET,San Antonio SA,"SA 80, DET 77",Tony Parker 20 Pts,Chauncey Billups 18 Pts,20041203
2,Philadelphia PHI,Memphis MEM,"MEM 94, PHI 86",Pau Gasol 34 Pts,Allen Iverson 25 Pts,20041203
3,Washington WSH,Atlanta ATL,"WSH 114, ATL 90",Larry Hughes 19 Pts,Antoine Walker 26 Pts,20041203
4,Toronto TOR,Boston BOS,"BOS 91, TOR 89",Mark Blount 22 Pts,Jalen Rose 19 Pts,20041203
5,Miami MIA,Chicago CHI,"MIA 105, CHI 81",Christian Laettner 23 Pts,Kirk Hinrich 17 Pts,20041203
6,Golden State GS,Los Angeles LAL,"LAL 97, GS 88",Caron Butler 27 Pts,Jason Richardson 22 Pts,20041203
7,Orlando ORL,New York NY,"ORL 104, NY 98",Cuttino Mobley 34 Pts,Stephon Marbury 28 Pts,20041203
8,Indiana IND,Sacramento SAC,"SAC 113, IND 87",Chris Webber 29 Pts,Jamaal Tinsley 21 Pts,20041203
0,Detroit DET,New Orleans NO,"DET 92, NO 69",Ben Wallace 22 Pts,Lee Nailon 18 Pts,20041204
1,Miami MIA,Denver DEN,"DEN 104, MIA 95",Carmelo Anthony 28 Pts,Dwyane Wade 26 Pts,20041204
2,Memphis MEM,Orlando ORL,"ORL 96, MEM 91",Grant Hill 23 Pts,Pau Gasol 20 Pts,20041204
3,New York NY,Charlotte CHA,"CHA 107, NY 101",Emeka Okafor 20 Pts,Jamal Crawford 41 Pts,20041204
4,Toronto TOR,Cleveland CLE,"CLE 105, TOR 97",Drew Gooden 27 Pts,Rafer Alston 20 Pts,20041204
5,Utah UTAH,Dallas DAL,"DAL 109, UTAH 86",Dirk Nowitzki 30 Pts,Matt Harpring 22 Pts,20041204
6,Indiana IND,Golden State GS,"GS 104, IND 96",Jason Richardson 19 Pts,Reggie Miller 23 Pts,20041204
7,Philadelphia PHI,Houston HOU,"HOU 77, PHI 76",Yao Ming 20 Pts,Allen Iverson 20 Pts,20041204
8,Minnesota MIN,LA LAC,"MIN 107, LAC 100 (OT)",Sam Cassell 30 Pts,Corey Maggette 34 Pts,20041204
9,San Antonio SA,Milwaukee MIL,"SA 104, MIL 83",Tim Duncan 20 Pts,Desmond Mason 18 Pts,20041204
10,Atlanta ATL,New Jersey NJ,"NJ 109, ATL 88",Eric Williams 21 Pts,Al Harrington 17 Pts,20041204
11,Portland POR,Seattle SEA,"SEA 99, POR 89",Vladimir Radmanovic 20 Pts,Zach Randolph 16 Pts,20041204
12,Chicago CHI,Washington WSH,"WSH 95, CHI 88",Gilbert Arenas 34 Pts,Andres Nocioni 16 Pts,20041204
0,Phoenix PHX,Portland POR,"PHX 121, POR 99",Quentin Richardson 37 Pts,Zach Randolph 24 Pts,20041205
1,Boston BOS,Sacramento SAC,"SAC 119, BOS 105",Peja Stojakovic 27 Pts,Mark Blount 18 Pts,20041205
0,Orlando ORL,Denver DEN,"DEN 115, ORL 102",Andre Miller 29 Pts,Dwight Howard 23 Pts,20041206
1,Miami MIA,Utah UTAH,"MIA 100, UTAH 80",Dwyane Wade 23 Pts,Matt Harpring 12 Pts,20041206
2,Philadelphia PHI,Atlanta ATL,"ATL 96, PHI 92",Antoine Walker 22 Pts,Allen Iverson 36 Pts,20041206
3,San Antonio SA,Chicago CHI,"SA 91, CHI 75",Tony Parker 17 Pts,Tyson Chandler 17 Pts,20041206
4,Detroit DET,Dallas DAL,"DET 101, DAL 85",Chauncey Billups 24 Pts,Dirk Nowitzki 27 Pts,20041206
5,Boston BOS,Golden State GS,"GS 110, BOS 106",Troy Murphy 30 Pts,Paul Pierce 26 Pts,20041206
6,Charlotte CHA,LA LAC,"LAC 99, CHA 93 (2OT)",Corey Maggette 33 Pts,Primoz Brezec 14 Pts,20041206
7,Toronto TOR,New Jersey NJ,"NJ 88, TOR 86",Richard Jefferson 26 Pts,Vince Carter 22 Pts,20041206
0,New Jersey NJ,Cleveland CLE,"CLE 103, NJ 97",LeBron James 27 Pts,Richard Jefferson 27 Pts,20041207
1,Milwaukee MIL,Indiana IND,"MIL 89, IND 86",Michael Redd 28 Pts,Reggie Miller 32 Pts,20041207
2,Dallas DAL,Minnesota MIN,"DAL 97, MIN 87",Dirk Nowitzki 34 Pts,Kevin Garnett 32 Pts,20041207
